11;Наименование события;Наименование ставки;Коэф;Банкролл;Ставка, уе.;Результат;Выигрыш;Чистый выигрыш;Коммент;Ссылки;;
22 May 2016, 19:30;World ? Toulon Tournament ? Czech Republic U20 - Bulgaria U21;П1 sbobet;2,19;100000;3000;2;0;-3000;;"http://www.oddsportal.com/soccer/world/toulon-tournament/czech-republic-bulgaria-ChgspKGl/#1X2;2";;
22 May 2016, 20:45;Hockey ? World ? World Championship ? Finland - Canada;1 период ТМ(2.5) mbet;1,2;100000;10000;1;12000;2000;;;;
22 May 2016, 20:45;Hockey ? World ? World Championship ? Finland - Canada;1 период ТМ(1.5) mbet;1,7;100000;2000;1;3400;1400;;;;
23 May 2016, 00:00;Soccer ? Paraguay ? Primera Division ? Deportivo Capiata - Sp. Luqueno;1X bet365;1,73;100000;3000;1;5190;2190;;"http://www.oddsportal.com/soccer/paraguay/primera-division/deportivo-capiata-sp-luqueno-SWm5zUeD/#over-under;3;1.50;0";;
23 May 2016, 00:00;Soccer ? Paraguay ? Primera Division ? Deportivo Capiata - Sp. Luqueno;1 тайм ТМ(2.5) winlinebet;1,16;100000;10000;1;11600;1600;;"http://www.oddsportal.com/soccer/paraguay/primera-division/deportivo-capiata-sp-luqueno-SWm5zUeD/#over-under;3;1.50;0";;
23 May 2016, 00:00;Soccer ? Paraguay ? Primera Division ? Deportivo Capiata - Sp. Luqueno;1 тайм ТМ(1.5) mbet;1,67;100000;1500;1;2505;1005;;"http://www.oddsportal.com/soccer/paraguay/primera-division/deportivo-capiata-sp-luqueno-SWm5zUeD/#over-under;3;1.50;0";;
23 May 2016, 00:30;Soccer ? Argentina ? Primera Division ? Boca Juniors - Defensa y Justicia;ИТ2Б(0.5) mbet;1,42;100000;4000;2;0;-4000;;"http://www.oddsportal.com/soccer/argentina/primera-division/boca-juniors-defensa-y-justicia-nwvdsQ2O/#1X2;2";;
23 May 2016, 01:00;Soccer ? Colombia ? Liga Aguila ? Atl. Nacional - Santa Fe;Ф1(0) bet365;1,7;100000;5000;2;0;-5000;;;;
23 May 2016, 02:00;Basketball ? South America ? South American Championship Women ? Ecuador W - Venezuela W;1Q П2 mbet;1,49;100000;5000;1;7450;2450;;"http://www.oddsportal.com/basketball/south-america/south-american-championship-women/ecuador-venezuela-zPgELCzS/#1X2;2";;
23 May 2016, 02:00;Basketball ? South America ? South American Championship Women ? Ecuador W - Venezuela W;П2 FT mbet;1,23;100000;10000;1;12300;2300;;"http://www.oddsportal.com/basketball/south-america/south-american-championship-women/ecuador-venezuela-zPgELCzS/#1X2;2";;
23 May 2016, 01:30;Soccer ? USA ? NWSL Women ? Boston Breakers W - Kansas City W;Обе забьют, нет mbet;1,95;100000;2000;1;3900;1900;;;;
23 May 2016, 16:30;Tennis ? France ? ATP French Open ? Karlovic I. - Montanes A.;1-сет Ф1(+1.5) mbet;1,48;100000;5000;1;7400;2400;;"http://www.oddsportal.com/tennis/france/atp-french-open/karlovic-ivo-montanes-albert-UJj5FxKi/#ah;13";;
23 May 2016, 16:30;Tennis ? France ? ATP French Open ? Karlovic I. - Montanes A.;2-сет Ф1(+1.5) mbet;1,49;100000;5000;1;7450;2450;;"http://www.oddsportal.com/tennis/france/atp-french-open/karlovic-ivo-montanes-albert-UJj5FxKi/#ah;13";;
23 May 2016, 16:00;Tennis ? France ? WTA French Open ? Buyukakcay C. - Sasnovich A.;Ф1(+3.5) betcity;1,41;100000;5000;1;7050;2050;ставка при Interrupted 1:1 (5:7, 7:62, 1:2);"http://www.oddsportal.com/tennis/france/wta-french-open/buyukakcay-cagla-sasnovich-aliaksandra-46f4G7tI/#ah;2";;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;1 период ТМ(2.5) mbet;1,16;100000;10000;2;0;-10000;;"http://www.oddsportal.com/hockey/usa/nhl/st-louis-blues-san-jose-sharks-6BMtPX1f/#over-under;6;0.50;0";;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;1 период ТМ(1.5) 5dimes;1,74;100000;1600;2;0;-1600;;"http://www.oddsportal.com/hockey/usa/nhl/st-louis-blues-san-jose-sharks-6BMtPX1f/#over-under;6;0.50;0";;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;2 период ТБ(0.5) mbet;1,19;100000;5000;1;5950;950;;"http://www.oddsportal.com/hockey/usa/nhl/st-louis-blues-san-jose-sharks-6BMtPX1f/#over-under;6;0.50;0";;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;ТM(6) FT mbet;1,31;100000;5000;2;0;-5000;;;;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;Ф1(0) sbobet;1,94;100000;3000;2;0;-3000;;;;
24 May 2016, 03:00;Hockey ? USA ? NHL ? St.Louis Blues - San Jose Sharks;Обе забьют, нет mbet;4,85;100000;1000;2;0;-1000;;;;
24 May 2016, 03:30;Basketball ? USA ? NBA ? Toronto Raptors - Cleveland Cavaliers;FT with OT ТБ(187.5);1,3;100000;10000;1;13000;3000;;;;
24 May 2016, 03:30;Basketball ? USA ? NBA ? Toronto Raptors - Cleveland Cavaliers;1Q Ф1(+6.5) 888sport;1,28;200000;10000;1;12800;2800;;;;
24 May 2016, 12:00;Tennis ? France ? ATP French Open ? Tomic B. - Baker B.;ТБ(3.5 сетов) bet365;1,66;200000;5000;2;0;-5000;;;;
24 May 2016, 12:00;Tennis ? France ? ATP French Open ? Coric B. - Fritz T.;ТБ(3.5 сетов) bet365;1,72;200000;5000;2;0;-5000;;;;
24 May 2016, 12:00;Tennis ? France ? ATP French Open ? Estrella V. - Marchenko I.;П1 5dimes;1,59;200000;5000;1;7950;2950;;;;
24 May 2016, 12:00;Tennis ? France ? ATP French Open ? Jaziri M. - Mayer F.;П1 5dimes;1,68;200000;5000;1;8400;3400;;;;
4 May 2016, 12:00;Tennis ? France ? ATP French Open ? Melzer G. - Bedene A.;ТБ(3.5 сетов) bet365;1,61;200000;5000;1;8050;3050;;;;
24 May 2016, 14:45;Tennis ? France ? ATP French Open ? Cuevas P. - Kamke T.;ТM(3.5 сетов) bet365;1,61;200000;5000;2;0;-5000;;"http://www.oddsportal.com/tennis/france/atp-french-open/cuevas-pablo-kamke-tobias-IFyqhXc0/#over-under;12";;
24 May 2016, 14:30;Tennis ? France ? ATP French Open ? Carreno-Busta P. - Delbonis F.;П2 mbet;1,6;200000;8000;2;0;-8000;;"http://www.oddsportal.com/tennis/france/atp-french-open/carreno-busta-pablo-delbonis-federico-UmprsOdS/#over-under;2;3.50;1";;
24 May 2016, 14:30;Tennis ? France ? ATP French Open ? Bagnis F. - De Schepper K.;П1 william hill;1,73;200000;5000;1;8650;3650;;"http://www.oddsportal.com/tennis/france/atp-french-open/bagnis-facundo-de-schepper-kenny-d6zmiiD6/#home-away;2";;
24 May 2016, 16:45;Tennis ? France ? ATP French Open ? Ram R. - Vesely J.;1 сет ТБ(9.5) mbet;1,83;200000;5000;1;9150;4150;;"http://www.oddsportal.com/tennis/france/atp-french-open/ram-rajeev-vesely-jiri-vcnN2vJl/#over-under;12;9.50;2";;
24 May 2016, 18:20;Tennis ? France ? ATP French Open ? Lorenzi P. - Berlocq C.;1 сет ТБ(8.5) bet365;1,22;200000;10000;1;12200;2200;;"http://www.oddsportal.com/tennis/france/atp-french-open/lorenzi-paolo-berlocq-carlos-vVPijBSC/#over-under;12;8.50;2";;
24 May 2016, 18:20;Tennis ? France ? ATP French Open ? Lorenzi P. - Berlocq C.;1 сет ТБ(9.5) mbet;1,65;200000;5000;2;0;-5000;;"http://www.oddsportal.com/tennis/france/atp-french-open/lorenzi-paolo-berlocq-carlos-vVPijBSC/#over-under;12;8.50;2";;
24 May 2016, 18:25;Tennis ? France ? ATP French Open ? Seppi A. - Gulbis E.;1 сет ТБ(8.5) bet365;1,2;200000;10000;1;12000;2000;;"http://www.oddsportal.com/tennis/france/atp-french-open/seppi-andreas-gulbis-ernests-Uouz0x37/#over-under;12;9.50;2";;
24 May 2016, 18:25;Tennis ? France ? ATP French Open ? Seppi A. - Gulbis E.;1 сет ТБ(9.5) mbet;1,72;200000;2000;2;0;-2000;;"http://www.oddsportal.com/tennis/france/atp-french-open/seppi-andreas-gulbis-ernests-Uouz0x37/#over-under;12;9.50;2";;
25 May 2016, 01:15;Soccer ? Brazil ? S?rie B ? Londrina - Nautico;Обе забьют, нет mbet;1,94;200000;4000;1;7760;3760;;"http://www.oddsportal.com/soccer/brazil/serie-b/londrina-nautico-G0fkvdz6/#bts;2";;
26 May 2016, 01:30;Soccer ? Brazil ? S?rie B ? Bahia - Joinville;Обе забьют, нет mbet;1,63;200000;5000;1;8150;3150;;http://www.oddsportal.com/soccer/brazil/serie-b/bahia-joinville-EXXJOGzJ/;;
25 May 2016, 01:15;Soccer ? Brazil ? S?rie B ? Oeste - CRB;ТМ(3) mbet;1,35;200000;5000;3;5000;0;;;;
25 May 2016, 01:15;Soccer ? Brazil ? S?rie B ? Oeste - CRB;1-тайм ТМ(1.5) mbet;1,38;200000;5000;1;6900;1900;;;;
25 May 2016, 01:15;Soccer ? Brazil ? S?rie B ? Oeste - CRB;X2 mbet;1,79;200000;3000;2;0;-3000;;;;
25 May 2016, 10:00;Soccer ? South Korea ? National League ? Gangneung - Cheonan City;1X sbobet;1,27;200000;10000;2;0;-10000;;"http://www.oddsportal.com/soccer/south-korea/national-league/gangneung-cheonan-city-f3XOtl6b/#double;2";;
25 May 2016, 12:00;Tennis ? France ? ATP French Open ? Karlovic I. - Thompson J.;1 сет ТБ(9.5) bet365;1,33;200000;10000;1;13300;3300;;http://www.oddsportal.com/tennis/france/atp-french-open/karlovic-ivo-thompson-jordan-OIumJmIr/;;
25 May 2016, 12:00;Tennis ? France ? ATP French Open ? Karlovic I. - Thompson J.;1 сет ТБ(10.5) bet365;1,93;200000;3000;1;5790;2790;;http://www.oddsportal.com/tennis/france/atp-french-open/karlovic-ivo-thompson-jordan-OIumJmIr/;;
25 May 2016, 12:00;Tennis ? France ? ATP French Open ? Nishikori K. - Kuznetsov An.;Ф1(-1.5 sets) 1xbet;1,2;200000;10000;1;12000;2000;;;;
26 May 2016, 00:00;Volleyball ? World ? Pan-American Cup ? Colombia - Chile;ТБ(182.5) bet365;1,9;200000;4000;2;0;-4000;;;;
26 May 2016, 00:00;Bolivia ? Liga de Futbol Prof ? U. Sucre - Wilstermann;Ф2(+2.5) bet365;1,2;200000;10000;1;12000;2000;;"http://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof/universitario-de-sucre-wilstermann-SCkd20C4/#ah;2;-2.50;0";;
26 May 2016, 00:00;Bolivia ? Liga de Futbol Prof ? U. Sucre - Wilstermann;Ф2(+1.5) mbet;1,6;200000;2000;2;0;-2000;;"http://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof/universitario-de-sucre-wilstermann-SCkd20C4/#ah;2;-2.50;0";;
29 May 2016, 23:20;Теннис. Женщины. Турнир ITF. Брешия. Италия. Clay. Квалификация. Сантамария С. - Джонс Дж.;П1 bet365;1,66;200000;5000;1;8300;3300;;;;
29 May 2016, 23:20;Теннис. Женщины. Турнир ITF. Брешия. Италия. Clay. Квалификация. Сантамария С. - Джонс Дж.;1 сет П1 bet365;1,72;200000;3000;1;5160;2160;;;;
29 May 2016, 23:30;Hockey ? Canada ? Memorial Cup ? London Knights - Rouyn-Noranda Huskies;1 период П1 mbet;1,53;200000;3000;2;0;-3000;;;;
31 May 2016, 12:30;Tennis ? France ? ATP French Open ? Ferrer D. - Berdych T.;ТБ(3.5 сетов) betcity;1,46;200000;5000;2;0;-5000;;"http://www.oddsportal.com/tennis/france/atp-french-open/ferrer-david-berdych-tomas-UyrOumoe/#over-under;2;3.50;1";;
31 May 2016, 15:30;Tennis ? France ? ATP French Open ? Gasquet R. - Murray A.;П2 5dimes;1,34;200000;10000;1;13400;3400;;http://www.oddsportal.com/tennis/france/atp-french-open/gasquet-richard-murray-andy-M38JKC11/;;
31 May 2016, 02:00;Soccer ? Brazil ? S?rie C ? Remo - ASA ;Ф2(+2.5) bet365;1,15;200000;10000;1;11500;1500;;"http://www.oddsportal.com/soccer/brazil/serie-c/remo-asa-KxRfZjgN/#double;2";;
31 May 2016, 02:00;Soccer ? Brazil ? S?rie C ? Remo - ASA ;X2 1xbet;2,1;200000;1000;1;2100;1100;;"http://www.oddsportal.com/soccer/brazil/serie-c/remo-asa-KxRfZjgN/#double;2";;
31 May 2016, 03:05;Soccer ? Argentina ? Primera B Nacional ? Sportivo Estudiantes - Chacarita Juniors;ТБ(1.5) bet365;1,53;200000;3000;2;0;-3000;;;;
31 May 2016, 03:45;Soccer ? Colombia ? Torneo Aguila ? Pereira - Llaneros;П1 bwin;1,45;200000;5000;2;0;-5000;;"http://www.oddsportal.com/soccer/colombia/torneo-aguila/pereira-llaneros-bi279NSJ/#1X2;2";;
31 May 2016, 03:45;Soccer ? Colombia ? Torneo Aguila ? Pereira - Llaneros;Ф2(+2.5) mbet;1,33;200000;5000;1;6650;1650;;"http://www.oddsportal.com/soccer/colombia/torneo-aguila/pereira-llaneros-bi279NSJ/#ah;2;-2.50;0";;
31 May 2016, 06:00;Badminton ? Indonesia ? Superseries Indonesia Open Mixed Doubles ? Adcock C./Adcock G. - Prasetya A. E./Saufika A.;Ф1(-7.5) betcity;1,87;200000;5000;2;0;-5000;;http://www.oddsportal.com/badminton/indonesia/superseries-indonesia-open-mixed-doubles/adcock-chris-adcock-gabrielle-prasetya-alfian-eko-saufika-annisa-hCWiXJVm/;;
31 May 2016, 04:00;Soccer ? Argentina ? Torneo Federal A ? Antoniana - Defensores Belgrano VR;Ф1(0) bet365;1,73;200000;5000;1;8650;3650;;;;
02 Jun 2016, 14:00;Tennis ? France ? ATP French Open ? Djokovic N. - Berdych T.;3:1 bwin;4,25;200000;1500;2;0;-1500;;"http://www.oddsportal.com/tennis/france/atp-french-open/djokovic-novak-berdych-tomas-AX0TmCc7/#cs;2;11";;
02 Jun 2016, 14:00;Tennis ? France ? ATP French Open ? Thiem D. - Goffin D.;ТБ(3.5 сетов) betcity;1,48;200000;5000;1;7400;2400;;;;
02 Jun 2016, 02:00;Soccer ? Argentina ? Copa Argentina ? Defensa y Justicia - Talleres Cordoba;Ф2(+1.5) mbet;1,27;200000;6000;2;0;-6000;;"http://www.oddsportal.com/soccer/argentina/copa-argentina/defensa-y-justicia-talleres-cordoba-6wPHmEyJ/#ah;2";;
02 Jun 2016, 02:00;Soccer ? Argentina ? Copa Argentina ? Defensa y Justicia - Talleres Cordoba;1:1 bet365;6;200000;500;2;0;-500;;;;
02 Jun 2016, 02:00;Soccer ? USA ? MLS ? Philadelphia Union - Columbus Crew;Обе забьют, нет mbet;2,4;200000;3000;2;0;-3000;;"http://www.oddsportal.com/soccer/usa/mls/philadelphia-union-columbus-crew-zZWJa80b/#bts;2";;
02 Jun 2016, 11:25;Badminton ? Indonesia ? Superseries Indonesia Open ? Lin D. - Christie J.;Ф2(+10.5) betcity;1,9;200000;3500;1;6650;3150;;"http://www.oddsportal.com/badminton/indonesia/superseries-indonesia-open/lin-dan-christie-jonatan-AiegMB2t/#ah;2;-10.50;3";;
02 Jun 2016, 13:40;Badminton ? Indonesia ? Superseries Indonesia Open ? Ouseph R. - Wei N.;П2 1xbet;1,92;200000;3000;2;0;-3000;;http://www.oddsportal.com/badminton/indonesia/superseries-indonesia-open/ouseph-rajiv-wei-nan-SCu7jfOA/;;
02 Jun 2016, 17:00;Soccer ? Kazakhstan ? Premier League ? K. Almaty - Atyrau;Ф1(-1);1,38;200000;5000;1;6900;1900;;"http://www.oddsportal.com/soccer/kazakhstan/premier-league/k-almaty-atyrau-G6oDdGwK/#ah;2;-1.00;0";;
02 Jun 2016, 16:00;Soccer ? Kazakhstan ? Premier League ? Tobol - Ordabasy;Обе забьют, нет mbet;1,88;200000;3000;1;5640;2640;;"http://www.oddsportal.com/soccer/kazakhstan/premier-league/tobol-ordabasy-l0gRYCoD/#bts;2";;
02 Jun 2016, 14:30;Soccer ? Kazakhstan ? Premier League ? Zhetysu Taldykorgan - Aktobe;П2 mbet;1,89;200000;3000;2;0;-3000;;"http://www.oddsportal.com/soccer/kazakhstan/premier-league/zhetysu-taldykorgan-aktobe-A9fNZhW6/#1X2;2";;
02 Jun 2016, 14:00;Soccer ? Kazakhstan ? Premier League ? Taraz - FC Astana;Ф2(-1) bet365;1,77;200000;5000;1;8850;3850;;"http://www.oddsportal.com/soccer/kazakhstan/premier-league/taraz-fc-astana-Sp5IzZG0/#ah;2;1.00;0";;
03 Jun 2016, 16:00;Tennis ? France ? ATP French Open ? Wawrinka S. - Murray A.;П2 mbet;1,8;200000;8000;1;14400;6400;;;;
03 Jun 2016, 14:00;Мировой тур. Серия Челлендж. Оточець, Словения. Женщины. Одиночный разряд. 1-й раунд Линь, Е - Такеути, Кана;Ф1(-1.5 сета) mbet;1,57;200000;5000;1;7850;2850;;;;
05 Jun 2016, 16:00;Tennis ? France ? ATP French Open ? Djokovic N. - Murray A.;Ф2(+2.5 сета) pinnacle;1,48;200000;20000;1;29600;9600;;"http://www.oddsportal.com/tennis/france/atp-french-open/djokovic-novak-murray-andy-tOivJwit/#ah;2;-2.50;1";;
05 Jun 2016, 16:00;Tennis ? France ? ATP French Open ? Djokovic N. - Murray A.;П2 mbet;4,05;200000;1500;;1500;0;;"http://www.oddsportal.com/tennis/france/atp-french-open/djokovic-novak-murray-andy-tOivJwit/#ah;2;-2.50;1";;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;200000;;;0;0;;;;
;;;;;;;0;0;;;;
;;;;;;;0;0;;;;
;;;;;1170500;;1273530,275;103030,275;;;;
;;;;;;;;;;;;
;;;;;ROI:;0,088022448;;;;;;
